候補ID,免許行政庁,免許番号,会社名,都道府県,発見日,発見元URL,状態,試行回数,最終試行日,公式URL候補,メモ
MLIT-28-00000034,兵庫県,000034,明石神栄商事株式会社,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-22,,国土交通省公開検索から自動発見
MLIT-28-00000040,兵庫県,000040,山陽電気鉄道株式会社,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-22,,国土交通省公開検索から自動発見
MLIT-28-00000042,兵庫県,000042,三国商事株式会社,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-22,,国土交通省公開検索から自動発見
MLIT-28-00000107,兵庫県,000107,神戸地所株式会社,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-22,,国土交通省公開検索から自動発見
MLIT-28-00000111,兵庫県,000111,霞ケ丘不動産株式会社,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-22,,国土交通省公開検索から自動発見
MLIT-28-00000292,兵庫県,000292,株式会社神戸商会,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-22,,国土交通省公開検索から自動発見
MLIT-28-00000457,兵庫県,000457,株式会社貝塚工務店,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-22,,国土交通省公開検索から自動発見
MLIT-28-00000699,兵庫県,000699,中建不動産株式会社,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-23,,国土交通省公開検索から自動発見
MLIT-34-00000028,広島県,000028,株式会社小林秀商店,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-23,,国土交通省公開検索から自動発見
MLIT-34-00000050,広島県,000050,東亜林業株式会社,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-23,,国土交通省公開検索から自動発見
MLIT-34-00000073,広島県,000073,新日本住建株式会社,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-23,,国土交通省公開検索から自動発見
MLIT-34-00000134,広島県,000134,青山建設株式会社,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-23,,国土交通省公開検索から自動発見
MLIT-34-00000462,広島県,000462,株式会社有正不動産 ※,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-24,,国土交通省公開検索から自動発見
MLIT-47-00000078,沖縄県,000078,沖縄協栄産業 株式会社,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-24,,国土交通省公開検索から自動発見
MLIT-47-00000122,沖縄県,000122,有限会社 南西リアルティ,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-24,,国土交通省公開検索から自動発見
MLIT-47-00000199,沖縄県,000199,株式会社 スリーハート,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-24,,国土交通省公開検索から自動発見
MLIT-47-00000217,沖縄県,000217,安田住宅 株式会社,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-25,,国土交通省公開検索から自動発見
MLIT-47-00000221,沖縄県,000221,株式会社 千代正不動産,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-25,,国土交通省公開検索から自動発見
MLIT-47-00000244,沖縄県,000244,株式会社 國場組,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-25,,国土交通省公開検索から自動発見
MLIT-47-00000273,沖縄県,000273,新拓不動産,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-25,,国土交通省公開検索から自動発見
MLIT-47-00000275,沖縄県,000275,合資会社たばた商事,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-25,,国土交通省公開検索から自動発見
MLIT-47-00000289,沖縄県,000289,前田商事,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-25,,国土交通省公開検索から自動発見
MLIT-47-00000374,沖縄県,000374,合名会社 総合センター,沖縄県,2026-08-17,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=47&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-25,,国土交通省公開検索から自動発見
MLIT-02-00000100,青森県,000100,長成不動産株式会社,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-25,,国土交通省公開検索から自動発見
MLIT-02-00000402,青森県,000402,東信商事株式会社,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-26,,国土交通省公開検索から自動発見
MLIT-02-00000501,青森県,000501,株式会社鹿内組,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-26,,国土交通省公開検索から自動発見
MLIT-02-00000533,青森県,000533,南不動産有限会社,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-26,,国土交通省公開検索から自動発見
MLIT-02-00000567,青森県,000567,株式会社千代田不動産,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-26,,国土交通省公開検索から自動発見
MLIT-02-00000582,青森県,000582,有限会社南商事,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-26,,国土交通省公開検索から自動発見
MLIT-02-00000586,青森県,000586,三和興業株式会社,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-26,,国土交通省公開検索から自動発見
MLIT-02-00000851,青森県,000851,株式会社サンエフ,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-26,,国土交通省公開検索から自動発見
MLIT-02-00000902,青森県,000902,株式会社青森建設工業社,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-27,,国土交通省公開検索から自動発見
MLIT-03-00001005,岩手県,001005,有限会社太成不動産,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-27,,国土交通省公開検索から自動発見
MLIT-03-00001009,岩手県,001009,菱和産業株式会社,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-27,,国土交通省公開検索から自動発見
MLIT-03-00001010,岩手県,001010,高幸不動産有限会社,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-27,,国土交通省公開検索から自動発見
MLIT-03-00001024,岩手県,001024,株式会社タキムラ,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-27,,国土交通省公開検索から自動発見
MLIT-03-00001027,岩手県,001027,陸中建設株式会社,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-27,,国土交通省公開検索から自動発見
MLIT-03-00001029,岩手県,001029,株式会社大一土地,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-27,,国土交通省公開検索から自動発見
MLIT-03-00001043,岩手県,001043,有限会社アップランドエステート,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-27,,国土交通省公開検索から自動発見
MLIT-03-00001049,岩手県,001049,株式会社北上土地,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-28,,国土交通省公開検索から自動発見
MLIT-03-00001063,岩手県,001063,館坂土地,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-28,,国土交通省公開検索から自動発見
MLIT-05-00000025,秋田県,000025,秋田共立株式会社,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-28,,国土交通省公開検索から自動発見
MLIT-05-00000043,秋田県,000043,湯沢開発株式会社,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-28,,国土交通省公開検索から自動発見
MLIT-05-00000077,秋田県,000077,山王土地株式会社,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-28,,国土交通省公開検索から自動発見
MLIT-05-00000118,秋田県,000118,丸山建設株式会社 ※,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-28,,国土交通省公開検索から自動発見
MLIT-05-00000209,秋田県,000209,金子地所株式会社,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-28,,国土交通省公開検索から自動発見
MLIT-05-00000220,秋田県,000220,有限会社 佐幸不動産商事,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-29,,国土交通省公開検索から自動発見
MLIT-05-00000230,秋田県,000230,株式会社 むつみワールド,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-29,,国土交通省公開検索から自動発見
MLIT-05-00000231,秋田県,000231,一丁商事株式会社,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-29,,国土交通省公開検索から自動発見
MLIT-05-00000261,秋田県,000261,秋田不動産株式会社,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-29,,国土交通省公開検索から自動発見
MLIT-05-00000295,秋田県,000295,株式会社 相互物産,秋田県,2026-08-20,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=05&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-29,,国土交通省公開検索から自動発見
MLIT-06-00000139,山形県,000139,寿商事株式会社,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-29,,国土交通省公開検索から自動発見
MLIT-06-00000170,山形県,000170,東北不動産株式会社,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-29,,国土交通省公開検索から自動発見
MLIT-06-00000203,山形県,000203,千歳不動産株式会社,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-29,,国土交通省公開検索から自動発見
MLIT-06-00000225,山形県,000225,一般財団法人鶴岡市開発公社,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-30,,国土交通省公開検索から自動発見
MLIT-06-00000270,山形県,000270,一般財団法人山形市都市振興公社,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-30,,国土交通省公開検索から自動発見
MLIT-06-00000271,山形県,000271,株式会社荒正,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-30,,国土交通省公開検索から自動発見
MLIT-06-00000306,山形県,000306,株式会社月丘,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-30,,国土交通省公開検索から自動発見
MLIT-06-00000319,山形県,000319,吉田地所株式会社,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-30,,国土交通省公開検索から自動発見
MLIT-06-00000328,山形県,000328,阿部多不動産株式会社,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-30,,国土交通省公開検索から自動発見
MLIT-07-00001505,福島県,001505,庄司建設工業株式会社,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-30,,国土交通省公開検索から自動発見
MLIT-07-00001506,福島県,001506,有限会社初代,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-31,,国土交通省公開検索から自動発見
MLIT-07-00001514,福島県,001514,株式会社日信商事,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-31,,国土交通省公開検索から自動発見
MLIT-07-00001528,福島県,001528,株式会社ナカノコーポレーション,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-31,,国土交通省公開検索から自動発見
